pH,EC,W_Temp,A_Temp,Humid,CO2,Light_onoff,Water_cooler,Air_Cooler,Air_Vent,Dehumidifier,Humidifier,Acid_Dozer,Base_Dozer,Nutrient_Dozer,Binary,Decimal_Label
6.817402665,1.883464616,13.40864499,26.3867856,50.46648902,937.9824577,1,0,1,0,0,1,1,0,0,1001100,76
9.201921985,0.4439693,26.09473618,4.043699838,95.43606156,354.5525702,1,1,0,0,1,0,1,0,1,10010101,149
12.08930759,1.231053545,33.77976607,18.64717757,18.77839795,176.8098157,0,1,0,0,0,1,1,0,0,10001100,140
6.904374472,1.457112498,18.28738064,34.92429198,47.16538043,752.9953251,0,0,1,0,0,1,1,0,0,1001100,76
2.203515147,0.347076277,7.451865672,34.79624797,8.944599679,330.8075152,1,0,1,0,0,1,0,1,1,1001011,75
5.711625361,1.001774305,6.387941742,23.1683622,25.203333,931.5036716,0,0,0,0,0,1,0,1,0,1010,10
0.310218614,0.052283663,12.57376735,9.812900873,80.31757333,632.517023,0,0,0,0,1,0,0,1,1,10011,19
8.71221225,1.55095121,29.64794895,21.04824428,82.48440787,876.2274639,1,1,0,0,1,0,1,0,0,10010100,148
4.18693722,1.467325614,14.93832491,13.25320803,8.507614661,708.2595472,1,0,0,0,0,1,0,1,0,1010,10
11.41267022,0.573687601,27.89493396,32.50102009,81.72790559,1369.753594,0,1,1,1,1,0,1,0,1,11110101,245
3.741723755,1.882331493,29.71260337,2.193883039,21.13972573,1195.611183,1,1,0,1,0,1,0,1,0,10101010,170
5.574904803,0.818165548,23.73712471,10.29601574,35.63367229,1447.828086,1,1,0,1,0,1,0,1,0,10101010,170
6.260368542,0.978756619,20.77973096,19.3683989,94.99501184,1181.987713,0,0,0,1,1,0,1,0,0,110100,52
11.89007025,0.831974795,3.397136868,6.842509086,91.25021897,350.8160441,0,0,0,0,1,0,1,0,0,10100,20
8.601502121,0.902809911,6.223020897,33.17507711,64.86554757,163.1573912,0,0,1,0,0,0,1,0,0,1000100,68
3.156832606,0.90612101,20.35813813,26.95738683,6.873584479,368.4400295,1,0,1,0,0,1,0,1,0,1001010,74
7.404208316,0.448247099,26.66343165,2.294470676,11.31151371,491.7035362,0,1,0,0,0,1,1,0,1,10001101,141
8.32165698,1.691703044,8.364646709,28.69956111,47.38157823,1028.16985,0,0,1,1,0,1,1,0,0,1101100,108
12.66326964,1.11802715,14.4239487,18.54500144,27.92660039,1016.04946,1,0,0,1,0,1,1,0,0,101100,44
10.06884404,1.895012335,16.13797399,22.54229561,40.6347838,617.4703177,1,0,0,0,0,1,1,0,0,1100,12
2.344557726,1.114135227,5.867459017,30.14695444,5.545508235,729.903809,1,0,1,0,0,1,0,1,0,1001010,74
5.295353273,0.184543716,20.66681397,12.68885633,23.91556064,300.2818617,0,0,0,0,0,1,0,1,1,1011,11
0.436700565,1.327482637,28.42597779,0.913471558,87.21005581,624.0237777,1,1,0,0,1,0,0,1,0,10010010,146
2.591708511,1.905279365,14.16609841,1.091842234,57.93466659,1328.550271,1,0,0,1,0,1,0,1,0,101010,42
3.066352684,1.770787022,9.385778561,18.15396547,0.022417222,1152.987083,1,0,0,1,0,1,0,1,0,101010,42
12.38862647,0.213099764,28.49780644,24.48420497,68.3295819,95.43484043,1,1,1,0,0,0,1,0,1,11000101,197
3.10037145,1.45595101,21.79890026,28.11190903,60.867587,1199.581054,1,0,1,1,0,0,0,1,0,1100010,98
3.653750715,0.115686288,8.415642731,11.64884235,42.4915007,453.7201192,1,0,0,0,0,1,0,1,1,1011,11
0.868449018,0.776197493,16.43673152,30.88832227,11.21970593,567.6358593,1,0,1,0,0,1,0,1,0,1001010,74
11.08523895,0.190466778,23.13304637,13.98410123,30.6464595,685.3182107,0,1,0,0,0,1,1,0,1,10001101,141
0.665223385,0.178088252,25.0952665,1.019030045,60.03213087,1324.864274,0,1,0,1,0,0,0,1,1,10100011,163
2.392409408,0.771727999,32.96158397,18.30857256,15.79653703,235.4743458,0,1,0,0,0,1,0,1,0,10001010,138
7.652905172,1.826949832,13.90075593,23.64258106,9.32403757,1261.343539,1,0,0,1,0,1,1,0,0,101100,44
2.983660941,0.875450483,32.58067535,24.85168929,6.002675981,299.3693785,0,1,1,0,0,1,0,1,0,11001010,202
2.393499027,0.522733372,24.68300464,33.85848681,64.05338709,457.9926689,0,1,1,0,0,0,0,1,1,11000011,195
0.136018644,0.043580448,13.1375471,16.64108575,37.10572767,398.7165844,1,0,0,0,0,1,0,1,1,1011,11
8.354415687,0.862146393,19.63071856,28.16284155,41.61050856,1444.606072,1,0,1,1,0,1,1,0,0,1101100,108
2.221065466,0.711690398,30.54512319,15.94639662,19.78181369,14.42068752,1,1,0,0,0,1,0,1,0,10001010,138
9.866574907,0.759838102,13.17616379,17.49058349,86.55378654,414.3107819,1,0,0,0,1,0,1,0,0,10100,20
12.96870791,0.716279783,14.78667797,4.927523589,44.32758742,71.52859506,0,0,0,0,0,1,1,0,0,1100,12
12.12001848,1.616924033,16.85540841,18.30604532,15.22255127,1143.334692,0,0,0,1,0,1,1,0,0,101100,44
11.12968682,1.215495403,12.41790848,8.485584424,94.78311274,1003.265873,1,0,0,1,1,0,1,0,0,110100,52
7.27076888,1.663231254,23.12335632,21.17710125,58.42786972,493.8457174,1,1,0,0,0,1,1,0,0,10001100,140
9.199415132,0.274509416,14.36632643,14.28479942,46.36206596,898.0591727,0,0,0,0,0,1,1,0,1,1101,13
2.870581454,0.402537079,31.8874861,0.460503531,75.3977955,26.39678315,0,1,0,0,0,0,0,1,1,10000011,131
1.742862056,0.80492563,23.64652755,1.425587301,61.85964771,40.175101,0,1,0,0,0,0,0,1,0,10000010,130
3.707914895,0.600819303,11.42493356,3.349343525,47.83979884,844.4611939,1,0,0,0,0,1,0,1,0,1010,10
13.34565212,0.494463687,32.72986196,0.393009393,31.53153726,1040.100347,0,1,0,1,0,1,1,0,1,10101101,173
11.0840278,1.264228011,15.76029239,15.88135149,6.406785403,1163.677306,0,0,0,1,0,1,1,0,0,101100,44
11.33783916,1.783329457,18.50500824,17.41966114,49.2782747,1354.440682,1,0,0,1,0,1,1,0,0,101100,44
10.34539611,0.86812929,29.65478127,4.8514268,81.14218368,1003.141102,1,1,0,1,1,0,1,0,0,10110100,180
2.077519508,1.663536348,23.42396806,5.573877273,22.15144923,958.2597466,0,1,0,0,0,1,0,1,0,10001010,138
11.73000513,1.914035859,5.52241871,0.241733292,70.75685249,151.9558367,1,0,0,0,0,0,1,0,0,100,4
10.23111407,0.650605353,19.24323228,22.0252489,78.82045503,936.6264378,1,0,0,0,0,0,1,0,0,100,4
5.289549737,0.05677643,32.88869811,16.23377801,57.53602382,1223.231475,1,1,0,1,0,1,0,1,1,10101011,171
6.614864411,0.58186502,19.86219848,14.65018755,20.43391935,262.6885635,1,0,0,0,0,1,1,0,1,1101,13
3.881203765,0.315267521,1.924203612,30.09202145,20.60125743,1032.747653,1,0,1,1,0,1,0,1,1,1101011,107
0.453471013,1.211686336,10.49422737,17.65936121,32.35200827,1291.288424,1,0,0,1,0,1,0,1,0,101010,42
8.153427904,0.280188826,10.44598122,25.78186177,39.20174192,1237.474745,0,0,1,1,0,1,1,0,1,1101101,109
2.112449309,1.549543258,5.515427624,21.39490855,30.14368246,54.09301371,0,0,0,0,0,1,0,1,0,1010,10
3.921292073,1.925856024,31.45280331,2.391318993,93.42045685,1154.618487,0,1,0,1,1,0,0,1,0,10110010,178
5.994596489,1.9348202,12.45642188,22.42217008,93.77807898,99.74481856,1,0,0,0,1,0,1,0,0,10100,20
5.065835931,1.98396186,7.65794507,14.12412617,2.660618677,984.5424732,1,0,0,0,0,1,0,1,0,1010,10
7.127039785,0.241696664,14.36640954,15.257337,6.176444252,712.6866917,0,0,0,0,0,1,1,0,1,1101,13
13.44150795,0.604155451,12.18908459,14.01686894,99.93363734,950.0153448,1,0,0,0,1,0,1,0,0,10100,20
1.558977406,0.713484489,17.40045755,4.243863384,96.16060559,643.8199971,0,0,0,0,1,0,0,1,0,10010,18
2.465766385,0.06120557,7.065788861,7.940254572,45.67472086,1204.93524,1,0,0,1,0,1,0,1,1,101011,43
5.126492934,1.611815656,28.81674134,26.72972165,11.74744073,401.5481594,0,1,1,0,0,1,0,1,0,11001010,202
9.421243211,0.199931171,7.901623124,1.704322779,94.36794551,351.9116044,0,0,0,0,1,0,1,0,1,10101,21
5.669342636,1.53392238,28.54683795,33.94458205,62.82827434,989.0826969,1,1,1,0,0,0,0,1,0,11000010,194
3.163253109,0.434586118,16.08163334,6.509615268,16.73375383,1463.255621,0,0,0,1,0,1,0,1,1,101011,43
10.43072876,1.569237257,24.40043355,27.76693427,77.16000553,432.8794965,1,1,1,0,0,0,1,0,0,11000100,196
13.34084105,0.366069356,11.69423233,28.1478514,97.5679017,774.3835263,1,0,1,0,1,0,1,0,1,1010101,85
6.440444451,0.071181178,22.74748471,32.08025567,69.47864861,1487.020826,1,1,1,1,0,0,1,0,1,11100101,229
2.292250753,0.021759104,3.477680803,13.81038859,53.82173094,280.2801033,0,0,0,0,0,1,0,1,1,1011,11
7.335138372,1.786334166,6.691438258,9.926177505,25.8967995,730.3338355,1,0,0,0,0,1,1,0,0,1100,12
8.396106672,1.129506522,14.66542924,26.28682957,88.9662582,1004.134205,1,0,1,1,1,0,1,0,0,1110100,116
4.474886024,1.514945919,17.77763001,7.080503364,25.54111028,471.8552222,1,0,0,0,0,1,0,1,0,1010,10
8.463445114,0.810382722,5.305157621,9.271964644,98.90970398,1247.987385,1,0,0,1,1,0,1,0,0,110100,52
3.141376605,0.511870197,0.688036193,31.13813133,27.03856566,425.6421413,1,0,1,0,0,1,0,1,1,1001011,75
8.106119756,1.575091641,4.975438911,31.29456918,91.31267378,956.860669,1,0,1,0,1,0,1,0,0,1010100,84
1.788280524,1.729664924,18.9445019,14.47037783,16.91021581,1044.181276,1,0,0,1,0,1,0,1,0,101010,42
2.581745111,0.58052994,22.33465425,32.63209892,57.70030531,440.3732994,1,1,1,0,0,1,0,1,1,11001011,203
5.73263677,0.63050131,18.79741949,29.69080952,2.35602412,1063.774516,0,0,1,1,0,1,0,1,0,1101010,106
5.502254954,1.168980338,16.52965269,20.44908597,90.40733508,983.772379,0,0,0,0,1,0,0,1,0,10010,18
6.576949614,0.238083369,0.379444255,15.00048737,43.93354199,177.8504414,0,0,0,0,0,1,1,0,1,1101,13
4.07831147,0.213762764,34.47581156,30.26289899,37.32909685,840.4435838,0,1,1,0,0,1,0,1,1,11001011,203
8.523459883,0.608003579,5.264216604,22.55088144,4.720688641,394.5503789,0,0,0,0,0,1,1,0,0,1100,12
3.218266132,0.172122283,1.523947457,18.49599626,33.53280816,331.7410246,0,0,0,0,0,1,0,1,1,1011,11
10.9733715,1.301445593,11.84694146,18.79666242,63.01851388,215.0879574,1,0,0,0,0,0,1,0,0,100,4
7.804251608,1.838688786,5.240834687,1.883915034,92.68343315,1201.348859,1,0,0,1,1,0,1,0,0,110100,52
9.263559364,1.064434193,21.07712199,8.713553925,93.38468801,1215.11996,1,0,0,1,1,0,1,0,0,110100,52
13.35334464,1.841504873,20.28677773,17.17993633,49.59358377,634.3237214,1,0,0,0,0,1,1,0,0,1100,12
0.106743408,0.008228328,9.17304808,16.50164282,86.69600897,557.3222665,0,0,0,0,1,0,0,1,1,10011,19
13.75641051,1.889514127,25.106122,30.36075175,52.30929167,1433.79663,1,1,1,1,0,1,1,0,0,11101100,236
9.896523839,1.511527451,10.69069379,19.3926515,69.64711336,1141.255167,0,0,0,1,0,0,1,0,0,100100,36
4.530504029,1.51784553,27.34011123,11.43381678,50.32651905,748.2813521,1,1,0,0,0,1,0,1,0,10001010,138
10.26713564,1.220926422,3.820377342,10.36552531,53.46408095,93.32971618,1,0,0,0,0,1,1,0,0,1100,12
3.249548011,1.711001588,1.222712202,7.235197609,44.12476433,1046.944157,0,0,0,1,0,1,0,1,0,101010,42
0.583983957,0.457654211,33.77897398,1.376528844,69.80512789,1029.407807,1,1,0,1,0,0,0,1,1,10100011,163
7.043982138,0.645341598,17.30939945,18.9546889,7.838080994,690.330314,0,0,0,0,0,1,1,0,0,1100,12
4.558354015,0.315090528,15.09658486,10.87916323,9.587670898,1445.089249,1,0,0,1,0,1,0,1,1,101011,43
0.954427051,0.463620261,11.52385525,14.43083295,31.86559036,1309.837035,0,0,0,1,0,1,0,1,1,101011,43
7.328314517,1.9854804,0.391826946,19.8225773,48.51540547,133.2977451,1,0,0,0,0,1,1,0,0,1100,12
4.344711736,1.792796296,34.95286866,21.25640046,58.74683262,941.8502571,0,1,0,0,0,1,0,1,0,10001010,138
13.32435191,0.852581036,21.1012526,11.02129889,48.11686841,1131.853414,0,0,0,1,0,1,1,0,0,101100,44
10.78020408,1.325392238,4.386289082,5.569863717,0.156533722,925.0085901,1,0,0,0,0,1,1,0,0,1100,12
13.03958907,0.263524247,20.72031846,11.40157493,6.775243044,1386.427878,1,0,0,1,0,1,1,0,1,101101,45
9.549033059,0.756430077,4.573645713,11.85823592,89.70949988,123.0318494,0,0,0,0,1,0,1,0,0,10100,20
5.779805804,1.616880011,30.645832,32.77763845,14.06867193,32.21488002,0,1,1,0,0,1,0,1,0,11001010,202
6.740971598,1.689530607,16.50812556,2.170455485,64.66657228,934.2369604,0,0,0,0,0,0,1,0,0,100,4
11.26000536,0.309337982,30.62406694,15.19893229,44.96401794,1216.597635,0,1,0,1,0,1,1,0,1,10101101,173
8.092745945,1.393877476,17.6385805,3.720857727,26.02039463,1016.286782,1,0,0,1,0,1,1,0,0,101100,44
8.50188589,0.196717886,23.95892855,20.47288071,78.27546895,832.7397385,1,1,0,0,0,0,1,0,1,10000101,133
2.710846612,0.930577697,31.09098138,13.07838549,59.594947,1243.872308,1,1,0,1,0,1,0,1,0,10101010,170
12.11541565,0.766789287,1.647178116,23.10583322,84.10147943,1488.613204,0,0,0,1,1,0,1,0,0,110100,52
7.162231059,0.959442475,14.86101416,3.606533949,4.737710247,950.3656781,0,0,0,0,0,1,1,0,0,1100,12
4.174444285,1.751783895,7.561212025,3.137675047,53.95864604,780.0897107,1,0,0,0,0,1,0,1,0,1010,10
2.078107471,0.479662741,15.16772157,0.714086903,95.9823477,318.6793192,0,0,0,0,1,0,0,1,1,10011,19
5.290598046,0.824610236,16.29978975,4.899362005,18.67426077,415.4968166,0,0,0,0,0,1,0,1,0,1010,10
11.12899923,0.614680486,4.455064638,34.67732753,96.80070634,629.5237655,0,0,1,0,1,0,1,0,0,1010100,84
10.39885435,0.951389457,29.9728987,32.43997889,79.77183659,1270.497212,0,1,1,1,0,0,1,0,0,11100100,228
7.161286006,0.796979387,34.08038522,0.438873746,5.692536276,835.4708977,0,1,0,0,0,1,1,0,0,10001100,140
9.717377998,0.568854858,0.910719739,10.09695503,39.93332387,339.1061696,1,0,0,0,0,1,1,0,1,1101,13
9.387109736,0.153239207,32.35755575,28.76345655,42.80808157,898.5833304,1,1,1,0,0,1,1,0,1,11001101,205
11.9365821,0.397902325,22.14130691,30.57916209,5.207739252,41.24399233,1,1,1,0,0,1,1,0,1,11001101,205
10.54205272,1.610310483,26.90579108,0.502694151,7.999333008,1130.82534,1,1,0,1,0,1,1,0,0,10101100,172
13.22452332,0.975181851,15.3748908,7.018298393,1.850495885,966.433938,0,0,0,0,0,1,1,0,0,1100,12
8.626624173,0.3840897,4.93521719,1.481127165,45.64289314,1160.841346,0,0,0,1,0,1,1,0,1,101101,45
9.722042587,1.842568929,21.77140844,32.77852343,6.52772785,665.69337,1,0,1,0,0,1,1,0,0,1001100,76
3.161968204,0.299503401,22.00488394,3.519781374,77.0225728,1021.441651,0,1,0,1,0,0,0,1,1,10100011,163
12.13564888,1.286787166,22.79544826,0.861900085,55.56799559,819.3108827,0,1,0,0,0,1,1,0,0,10001100,140
1.232538438,0.484544663,12.13303341,9.606547494,88.10245541,84.31447756,0,0,0,0,1,0,0,1,1,10011,19
1.649115741,0.698192468,23.97304107,10.33764586,15.53576113,629.6407567,1,1,0,0,0,1,0,1,0,10001010,138
0.966730581,0.135786312,16.38218769,24.55325124,67.36114239,180.2012321,1,0,1,0,0,0,0,1,1,1000011,67
7.406338588,1.734561897,29.94226765,0.4883288,8.731963216,1491.292945,0,1,0,1,0,1,1,0,0,10101100,172
13.97073962,0.588115712,20.1905523,27.49470542,7.453536997,1299.362567,0,0,1,1,0,1,1,0,1,1101101,109
12.74161365,0.546054001,17.65619035,6.854457572,51.55795621,60.22222765,1,0,0,0,0,1,1,0,1,1101,13
13.24593868,1.712167987,20.59091909,21.87012945,90.91747034,375.0974064,0,0,0,0,1,0,1,0,0,10100,20
1.978747608,0.81501341,27.89807447,3.816775569,11.65103562,982.7790726,0,1,0,0,0,1,0,1,0,10001010,138
5.784199211,1.106337023,0.972010072,25.2447263,28.39747481,988.0714959,1,0,1,0,0,1,0,1,0,1001010,74
12.8558508,0.27189813,17.55927163,9.098158631,83.16624267,1473.730996,0,0,0,1,1,0,1,0,1,110101,53
2.826845272,1.27562931,1.114589344,25.00992586,71.53407921,757.2323507,0,0,1,0,0,0,0,1,0,1000010,66
7.651050072,0.125034757,12.9993048,2.417396445,29.11469864,103.1952217,1,0,0,0,0,1,1,0,1,1101,13
5.833069214,1.752087682,1.523549119,5.717453016,18.49331954,670.6811992,0,0,0,0,0,1,1,0,0,1100,12
4.491163936,1.330097622,25.6593786,5.301935982,79.66861844,462.2914576,1,1,0,0,0,0,0,1,0,10000010,130
4.765948425,1.654997074,26.92028832,33.22313848,88.41074562,441.1267914,0,1,1,0,1,0,0,1,0,11010010,210
11.31444532,0.958708517,28.8252337,28.69289282,93.71079954,883.6563066,1,1,1,0,1,0,1,0,0,11010100,212
8.656357325,0.085054107,12.25244667,5.452456255,48.34011823,1452.024146,1,0,0,1,0,1,1,0,1,101101,45
3.185973926,1.353356369,18.53654196,16.70029608,21.81751201,723.7026326,1,0,0,0,0,1,0,1,0,1010,10
11.74125889,0.586590708,22.64425954,28.82495313,73.55529114,317.212483,1,1,1,0,0,0,1,0,1,11000101,197
3.193221736,0.884209761,3.95077362,1.357049053,96.55554375,869.8340344,1,0,0,0,1,0,0,1,0,10010,18
3.347289474,1.387190284,2.084509299,12.49894854,26.01790309,593.8274846,1,0,0,0,0,1,0,1,0,1010,10
13.78734073,0.069715569,13.35307743,3.004405366,2.765855603,186.478727,0,0,0,0,0,1,1,0,1,1101,13
6.818404837,1.885463985,21.81900722,8.950186823,91.93373765,570.9639647,1,0,0,0,1,0,1,0,0,10100,20
3.273085271,1.867691042,7.855465414,12.93074018,85.68481232,1432.251436,0,0,0,1,1,0,0,1,0,110010,50
8.457241751,1.043543092,4.527417336,6.102925488,52.54488166,1466.603816,0,0,0,1,0,1,1,0,0,101100,44
0.211316743,0.088809857,6.610247592,31.93596433,10.51998325,140.9545894,1,0,1,0,0,1,0,1,1,1001011,75
7.693306681,0.318964382,21.21328962,32.16826942,77.01311095,345.2275722,1,0,1,0,0,0,1,0,1,1000101,69
0.311658938,1.252808029,21.40912752,24.42627285,6.291513533,636.0898993,1,0,1,0,0,1,0,1,0,1001010,74
1.772355918,1.370055505,22.90209526,8.158161018,73.8937419,231.3818988,0,1,0,0,0,0,0,1,0,10000010,130
5.153810231,1.309792802,16.30705563,23.46228601,32.28937599,696.7430715,1,0,0,0,0,1,0,1,0,1010,10
12.67367575,1.024609672,13.42403116,8.149895669,33.17009122,1181.692481,0,0,0,1,0,1,1,0,0,101100,44
12.74755359,0.242328728,14.43451594,24.42340571,75.62355262,5.390757755,1,0,1,0,0,0,1,0,1,1000101,69
1.880598626,0.242705692,15.04593053,21.73909419,80.88567854,1341.331023,0,0,0,1,1,0,0,1,1,110011,51
4.837441422,0.566476163,12.32795076,20.88144627,93.45508292,1019.542145,1,0,0,1,1,0,0,1,1,110011,51
4.327978991,0.978827295,32.34263616,15.73099392,70.96627526,68.52304131,0,1,0,0,0,0,0,1,0,10000010,130
10.8509849,0.480810122,2.553042023,34.09622976,18.55665464,170.0986172,0,0,1,0,0,1,1,0,1,1001101,77
12.10365295,0.401601603,24.79613147,14.12153485,11.78772219,658.9503393,0,1,0,0,0,1,1,0,1,10001101,141
2.080332687,0.954762347,19.33241328,25.18034805,95.49028279,1031.183242,0,0,1,1,1,0,0,1,0,1110010,114
1.812040626,0.810881935,10.95812321,19.25302524,12.92169141,774.5205075,0,0,0,0,0,1,0,1,0,1010,10
8.402852187,0.235424175,27.20549557,21.58049664,71.4721586,204.9674361,0,1,0,0,0,0,1,0,1,10000101,133
7.887525254,1.253982312,17.14521369,31.72801206,67.40838031,654.1946252,0,0,1,0,0,0,1,0,0,1000100,68
0.204720198,0.561482273,25.84307968,20.1334459,99.60858617,830.4662434,1,1,0,0,1,0,0,1,1,10010011,147
13.31171543,1.267006641,32.94144281,26.74268501,31.27063448,200.480687,0,1,1,0,0,1,1,0,0,11001100,204
12.7487639,0.910835514,23.81363046,18.43184035,2.827989521,327.7975084,1,1,0,0,0,1,1,0,0,10001100,140
2.424785672,0.967101609,7.642124487,31.07460293,51.78350395,909.1140989,0,0,1,0,0,1,0,1,0,1001010,74
5.540877537,1.199356667,1.429705988,4.362859928,85.22768988,895.9180555,1,0,0,0,1,0,0,1,0,10010,18
8.420135457,1.836413084,19.90133994,27.77563439,29.41930311,1386.069207,1,0,1,1,0,1,1,0,0,1101100,108
7.047141019,1.20642618,22.64784618,5.33588538,24.16708717,380.8177526,0,1,0,0,0,1,1,0,0,10001100,140
0.408410096,1.440619539,10.32799968,32.51588605,82.99954403,221.4772548,0,0,1,0,1,0,0,1,0,1010010,82
6.240636988,1.128068545,18.41364544,17.11364388,97.78189548,977.9392795,1,0,0,0,1,0,1,0,0,10100,20
1.369042896,1.910363469,22.08702422,20.1109632,51.16602606,637.7081609,1,1,0,0,0,1,0,1,0,10001010,138
1.32848185,1.54980613,9.017648899,25.79569882,67.46803479,857.9949365,1,0,1,0,0,0,0,1,0,1000010,66
13.16799637,0.653082198,7.137486576,26.89518041,66.52401576,73.57788289,0,0,1,0,0,0,1,0,0,1000100,68
1.20087585,1.106077947,9.033509801,32.59519754,2.89002204,1447.908493,1,0,1,1,0,1,0,1,0,1101010,106
6.733664715,1.996979501,1.949516613,5.77749732,54.52830294,1169.191629,0,0,0,1,0,1,1,0,0,101100,44
0.998603932,1.963080861,26.05587601,20.20422661,89.53780859,341.1869682,0,1,0,0,1,0,0,1,0,10010010,146
2.661797102,0.531730668,5.304731046,10.48673371,13.01933087,856.065388,1,0,0,0,0,1,0,1,1,1011,11
10.09929143,1.085421209,27.61064247,22.60862953,26.19989188,636.1554141,0,1,0,0,0,1,1,0,0,10001100,140
2.471751475,1.771459725,29.62183304,30.84046642,27.40619559,1223.534397,0,1,1,1,0,1,0,1,0,11101010,234
9.486628522,0.79003534,23.53373634,16.36957282,2.380178696,734.9281526,0,1,0,0,0,1,1,0,0,10001100,140
1.720033505,0.457551635,25.64657433,5.518566295,15.83106827,929.0174029,0,1,0,0,0,1,0,1,1,10001011,139
7.442920629,0.130244361,25.60367999,26.10567502,48.41909118,633.942414,0,1,1,0,0,1,1,0,1,11001101,205
5.42514285,0.500091172,34.08949246,19.02119197,41.98620046,583.7064744,1,1,0,0,0,1,0,1,1,10001011,139
5.227832345,1.796171834,12.70834472,14.35109492,50.41070213,977.1428332,1,0,0,0,0,1,0,1,0,1010,10
0.66428179,1.758753992,19.16467983,1.169470755,22.38301371,278.2223506,1,0,0,0,0,1,0,1,0,1010,10
13.74333287,0.205235121,0.44329191,26.5850945,2.002976123,365.6168427,0,0,1,0,0,1,1,0,1,1001101,77
9.279886039,1.470178821,14.56714399,23.03773322,67.08905469,984.1950383,1,0,0,0,0,0,1,0,0,100,4
8.999517044,1.530715016,2.363127519,19.38546868,31.90835345,184.414839,1,0,0,0,0,1,1,0,0,1100,12
10.19048242,0.665248606,32.84217731,32.87769838,67.06202086,1315.48053,1,1,1,1,0,0,1,0,0,11100100,228
2.022579303,0.56794089,15.55307526,0.98054262,7.307781889,1423.439854,1,0,0,1,0,1,0,1,1,101011,43
9.464494489,1.707427717,22.39094813,19.76030597,1.406340212,69.77250401,0,1,0,0,0,1,1,0,0,10001100,140
3.475004273,0.818671714,2.197407735,20.91503945,17.94524135,452.3872125,1,0,0,0,0,1,0,1,0,1010,10
11.57603626,0.270828885,29.55595667,24.17943106,95.50870393,1340.353729,1,1,1,1,1,0,1,0,1,11110101,245
10.44364527,1.739150721,10.9093988,17.08756231,93.50203727,92.29973815,1,0,0,0,1,0,1,0,0,10100,20
13.12148252,0.077016533,25.59167723,17.12259696,95.82578255,1121.984634,0,1,0,1,1,0,1,0,1,10110101,181
10.77364211,0.463367886,11.78814373,11.78722884,76.25642499,680.4510455,1,0,0,0,0,0,1,0,1,101,5
10.28388235,1.081245825,5.546262174,20.28650738,16.10141359,582.8506529,1,0,0,0,0,1,1,0,0,1100,12
1.843603103,1.817021893,4.320874423,26.38848503,47.15898545,829.895289,0,0,1,0,0,1,0,1,0,1001010,74
1.325740593,0.767543637,20.92238089,31.39303878,97.75767252,1145.694532,0,0,1,1,1,0,0,1,0,1110010,114
7.002482534,0.881894364,17.49536992,30.55769376,79.77676055,1309.298298,0,0,1,1,0,0,1,0,0,1100100,100
6.553301505,0.511441983,8.433615947,22.30794282,0.129189439,745.780081,0,0,0,0,0,1,1,0,1,1101,13
2.357777237,0.188522875,26.51631398,11.95757915,60.93190302,1338.187721,0,1,0,1,0,0,0,1,1,10100011,163
0.143069546,0.018333156,10.78687775,18.57183917,69.02846569,1222.867059,0,0,0,1,0,0,0,1,1,100011,35
1.721597118,0.305940252,22.6173391,2.271707304,55.59228685,1281.820059,1,1,0,1,0,1,0,1,1,10101011,171
7.033921935,1.953338223,32.05401685,5.864169769,67.83246369,412.560529,1,1,0,0,0,0,1,0,0,10000100,132
6.55372802,1.207698403,4.237148176,29.57708411,29.67762305,289.6974341,0,0,1,0,0,1,1,0,0,1001100,76
1.070917066,0.666348533,13.02015669,29.74887572,34.43439555,582.1681587,0,0,1,0,0,1,0,1,0,1001010,74
0.151303538,1.776443169,23.33460792,13.36918315,79.51657441,70.00506444,1,1,0,0,0,0,0,1,0,10000010,130
7.099045125,0.645338706,0.168080553,28.44588678,40.77652782,249.5605078,1,0,1,0,0,1,1,0,0,1001100,76
8.22016922,1.056505926,6.863478456,29.55848275,38.95199439,598.7082134,0,0,1,0,0,1,1,0,0,1001100,76
13.09042941,1.926505456,22.55786147,14.8260263,96.35091365,103.6618983,1,1,0,0,1,0,1,0,0,10010100,148
5.58356868,1.983000279,34.94656044,5.818511075,1.142253362,947.4701301,0,1,0,0,0,1,0,1,0,10001010,138
13.94977088,1.36043952,24.30853642,34.60967661,24.700405,631.1148045,1,1,1,0,0,1,1,0,0,11001100,204
9.183285433,0.905972528,24.99357518,26.19173606,57.80576263,418.5496154,1,1,1,0,0,1,1,0,0,11001100,204
8.929116516,1.037337805,33.3125627,12.2305226,8.418202002,838.4306394,0,1,0,0,0,1,1,0,0,10001100,140
6.736870909,1.799223667,0.997680016,27.81993154,57.88160398,1161.589534,0,0,1,1,0,1,1,0,0,1101100,108
0.916728173,0.544453382,28.05106749,8.606651585,83.60182806,40.28846062,0,1,0,0,1,0,0,1,1,10010011,147
4.521237308,1.981343976,2.161180064,4.583171608,66.85116036,1315.226299,0,0,0,1,0,0,0,1,0,100010,34
7.700025437,1.5525552,33.8229797,24.86801612,97.07369622,1464.941337,0,1,1,1,1,0,1,0,0,11110100,244
3.588365901,1.141592652,5.91692433,9.516861457,24.69324486,1275.636678,1,0,0,1,0,1,0,1,0,101010,42
12.10356964,0.233169281,6.844698248,23.08561232,8.783647801,434.3572469,1,0,0,0,0,1,1,0,1,1101,13
